,null_deg,60_deg,90_deg,180_deg,240_deg,labels
0,0.12163308243677971,0.3118753708848338,0.23265469004713385,0.36532964734655,0.3366697923043636,R
1,0.45376789590171246,0.41362925738668416,0.5737848218197286,0.3669182382806948,0.5434136898839208,R
2,0.49456942965538025,0.30018336554184644,0.05351868384250617,0.23816580507781462,0.31747641450099345,R
3,0.8143626838603132,0.9825538695523204,0.9191029595275502,0.4385920333966617,0.8312475761159579,M
4,0.006561285857302516,0.08526694075480436,0.17077923674849768,0.033602467712448805,0.517019871304827,R
5,0.7989825854800301,0.8276001128684932,0.7273693760179851,0.5604039536214869,0.9684581995825368,M
6,0.33961610050059615,0.535197587028314,0.4474954205492124,0.12171972085196209,0.021857626253698356,R
7,0.3069947693494518,0.2778600014900924,0.4168255166916204,0.32430955409128914,0.1264935491271075,R
8,0.21449386067918716,0.04714738848161848,0.4860339291053613,0.501156946984983,0.100584109554956,R
9,0.40433742650509424,0.10026513856846798,0.14107873844111168,0.47384191547871496,0.03175407662628894,R
10,0.17717371910443455,0.09005223154719873,0.3501425811416838,0.219729235161195,0.1708235925110369,R
11,0.28511363673336737,0.13502118109090663,0.3311460435612701,0.08727927891781172,0.05459332556337231,R
12,0.9551293976196769,0.5027860830397128,0.4156680271426688,0.5616719433240602,0.4932877484448756,M
13,0.5021844639096583,0.42724877078808726,0.42785408204955705,0.01362559335576206,0.21532718963182967,R
14,0.1750773785121647,0.44516735445748423,0.003517102551859764,0.22383724122248133,0.2156560022327554,R
15,0.7842726454040858,0.5249890225098186,0.4806454474903382,0.88317833035176,0.5125267850054811,M
16,0.004407836523258673,0.4673420092482194,0.061553032034118826,0.22892476878540793,0.07930393406547977,R
17,0.5232230095437705,0.4081773546162321,0.0246665161742309,0.0775539048949417,0.3278109406249351,R
18,0.23497538920594654,0.16085707038283326,0.46450752668492873,0.5672512783067266,0.3678647725739093,R
19,0.7280578530571589,0.8590674019030805,0.6805051332359229,0.6960955837089033,0.5747072578118638,M
20,0.5538613533448994,0.04500639584120328,0.3477142019391722,0.5151056270091936,0.4295662812098379,R
21,0.5197244505885242,0.5289497713105165,0.5609155643318128,0.19375889427349668,0.10104278469708822,R
22,0.3283477137903546,0.47964809910478645,0.5071849010694998,0.4597154780237627,0.24044188348721507,R
23,0.7567831254781285,0.5604422821560712,0.4477729534696111,0.5179381401840578,0.5659699767060521,M
24,0.4509740668543766,0.49297778310654095,0.3689602786521762,0.49578456003886956,0.49928692720016493,R
25,0.9423447074460356,0.6219119230893259,0.5718176718735992,0.7092657273457172,0.44367830506715467,M
26,0.4829790486426181,0.19713493845582575,0.04804048502525345,0.2573724097339847,0.3096847795107352,R
27,0.40192783264596615,0.5702116321594796,0.19775555287556107,0.4914040710410952,0.5601679028706854,R
28,0.408851162915138,0.22199057264496216,0.12936367218838324,0.2592149132516851,0.055175325651826715,R
29,0.30655701025511406,0.054606904428886126,0.15611434726281975,0.24952517183493042,0.16764424454539695,R
30,0.20803608010455574,0.06178940869997311,0.3491892683312797,0.5279313435008975,0.24639610939536435,R
31,0.7199004834451217,0.8664768031118448,0.9408294518123017,0.5040121678059737,0.5354395014039838,M
32,0.7347890845067067,0.7081071798114155,0.4443134246816231,0.7520159637673034,0.5755755645287607,M
33,0.4104080353419884,0.4810248185814007,0.5201839619291178,0.4112664940947435,0.19820257604656605,R
34,0.3341166679411341,0.04190587303037418,0.3336027528238095,0.2954565706886577,0.31470227865719785,R
35,0.6635712151786579,0.7417936679413035,0.5827517376425273,0.6612451498741836,0.6440831893455521,M
36,0.9645170989189242,0.6510050871576656,0.6503125806636965,0.48963344146860877,0.9102834188829905,M
37,0.018136526101123412,0.22124119555035487,0.024866325529487525,0.5320580454848383,0.14566051633463892,R
38,0.09454888010235266,0.5368789670427032,0.06815478283969757,0.19483528383093435,0.465916277087005,R
39,0.9015342024802968,0.878288001347816,0.740070487307314,0.9940898422556188,0.5456350150445424,M
40,0.4286799931488921,0.5191409247976405,0.5973886634366172,0.5533215643916287,0.41726606862206395,M
